CaseMasterID,CrimeNo,CaseNo,CrimeRegisteredDate,PoliceStationID,DistrictID,GravityOffenceID,CrimeMajorHeadID,CrimeMinorHeadID,CaseStatusID,IncidentFromDate,IncidentToDate,latitude,longitude,BriefFacts,hour,day_of_week,district_crime_share,hour_deviation,anomaly_score,anomaly_raw_score
7038,100020008202417459,202417459,2024-04-07,8,2,2,2,5,2,2024-04-07 23:58:56,2024-04-07 23:58:56,12.279838,76.640096,Vehicle Theft reported near Mysuru PS-4 jurisdiction.,23,6,0.02849002849002849,3.123993792452915,-1,-0.04436848708195229
17980,100080039202510052,202510052,2025-12-11,39,8,2,2,6,1,2025-12-11 00:30:56,2025-12-11 00:30:56,13.412172,77.094275,Chain Snatching reported near Tumakuru PS-5 jurisdiction.,0,3,0.08445532435740515,3.9090285103813174,-1,-0.04410940827660226
11060,100010003202610253,202610253,2026-03-28,3,1,1,2,6,3,2026-03-28 02:01:44,2026-03-28 02:01:44,13.025161,77.730027,Chain Snatching reported near Bengaluru PS-3 jurisdiction.,2,5,0.5077730275942479,3.494194974339307,-1,-0.04395982936610332
6893,100040015202415508,202415508,2024-09-25,15,4,2,2,6,4,2024-09-25 00:45:53,2024-09-25 00:45:53,15.908956,74.519144,Chain Snatching reported near Belagavi PS-1 jurisdiction.,0,2,0.05955334987593052,3.9090285103813174,-1,-0.043659012628214255
14056,100030014202517360,202517360,2025-12-07,14,3,1,2,6,3,2025-12-07 00:58:10,2025-12-07 00:58:10,13.005718,74.888639,Chain Snatching reported near Mangaluru PS-6 jurisdiction.,0,6,0.03384476534296029,3.9090285103813174,-1,-0.04341371128543192
1818,100010001202615908,202615908,2026-06-26,1,1,2,2,6,3,2026-06-26 02:49:04,2026-06-26 02:49:04,12.841887,77.539207,Chain Snatching reported near Bengaluru PS-1 jurisdiction.,2,4,0.5077730275942479,3.494194974339307,-1,-0.04327889735892099
1164,100090041202415068,202415068,2024-12-29,41,9,1,2,6,2,2024-12-29 00:37:52,2024-12-29 00:37:52,13.920981,75.435478,Chain Snatching reported near Shivamogga PS-1 jurisdiction.,0,6,0.07160194174757281,3.9090285103813174,-1,-0.04308367019249426
2114,100060029202415235,202415235,2024-08-01,29,6,2,5,11,3,2024-08-01 00:31:26,2024-08-01 00:31:26,17.455739,76.875094,Drug Peddling reported near Kalaburagi PS-6 jurisdiction.,0,3,0.6897283531409168,3.1064271825815433,-1,-0.04233936874280575
13728,100070034202516615,202516615,2025-09-12,34,7,2,2,6,1,2025-09-12 00:12:45,2025-09-12 00:12:45,15.260466,77.03068,Chain Snatching reported near Ballari PS-5 jurisdiction.,0,4,0.027958993476234855,3.9090285103813174,-1,-0.0420072596219756
17006,100100046202417859,202417859,2024-02-08,46,10,2,2,6,1,2024-02-08 00:45:30,2024-02-08 00:45:30,14.586985,76.032004,Chain Snatching reported near Davanagere PS-1 jurisdiction.,0,3,0.07827260458839407,3.9090285103813174,-1,-0.04200535033407016
5528,100040018202515521,202515521,2025-07-13,18,4,1,2,6,2,2025-07-13 00:51:46,2025-07-13 00:51:46,15.872949,74.621737,Chain Snatching reported near Belagavi PS-4 jurisdiction.,0,6,0.05955334987593052,3.9090285103813174,-1,-0.04142365399513648
10252,100040018202511732,202511732,2025-04-14,18,4,2,4,9,1,2025-04-14 00:45:37,2025-04-14 00:45:37,15.887287,74.590183,Online Financial Fraud reported near Belagavi PS-4 jurisdiction.,0,0,0.0707196029776675,3.290651457409326,-1,-0.04106736003462108
8552,100070034202612228,202612228,2026-02-20,34,7,2,6,13,3,2026-02-20 00:56:42,2026-02-20 00:56:42,15.280118,77.048224,Rioting reported near Ballari PS-5 jurisdiction.,0,4,0.6356011183597391,3.0627048912593815,-1,-0.04103287001370248
13796,100020006202610583,202610583,2026-04-30,6,2,2,2,6,1,2026-04-30 00:51:52,2026-04-30 00:51:52,12.318774,76.670347,Chain Snatching reported near Mysuru PS-2 jurisdiction.,0,3,0.024691358024691357,3.9090285103813174,-1,-0.04042076897429259
16324,100040016202510825,202510825,2025-11-16,16,4,2,6,13,2,2025-11-16 00:30:28,2025-11-16 00:30:28,15.991555,74.44647,Rioting reported near Belagavi PS-2 jurisdiction.,0,6,0.07568238213399504,3.0627048912593815,-1,-0.04036625340824973
7708,100020005202510068,202510068,2025-06-08,5,2,2,2,6,2,2025-06-08 03:19:51,2025-06-08 03:19:51,12.18935,76.545555,Chain Snatching reported near Mysuru PS-1 jurisdiction.,3,6,0.024691358024691357,3.2867782063183015,-1,-0.03970344109861601
7520,100020006202414483,202414483,2024-08-04,6,2,2,6,13,2,2024-08-04 00:55:36,2024-08-04 00:55:36,12.33559,76.668366,Rioting reported near Mysuru PS-2 jurisdiction.,0,6,0.03133903133903134,3.0627048912593815,-1,-0.03956352928601303
6644,100010004202515726,202515726,2025-10-25,4,1,2,4,9,2,2025-10-25 01:04:27,2025-10-25 01:04:27,12.842472,77.576737,Online Financial Fraud reported near Bengaluru PS-4 jurisdiction.,1,5,0.3628060629615235,3.039708021379458,-1,-0.03902039617230779
1488,100010002202416030,202416030,2024-04-16,2,1,2,5,11,4,2024-04-16 00:28:56,2024-04-16 00:28:56,12.870594,77.662778,Drug Peddling reported near Bengaluru PS-2 jurisdiction.,0,1,0.011853867081228138,3.1064271825815433,-1,-0.038988509127902526
16685,100090043202412739,202412739,2024-11-21,43,9,2,2,6,2,2024-11-21 00:38:43,2024-11-21 00:38:43,13.948932,75.638609,Chain Snatching reported near Shivamogga PS-3 jurisdiction.,0,3,0.07160194174757281,3.9090285103813174,-1,-0.03880090341347364
4623,100080040202417524,202417524,2024-10-28,40,8,2,2,6,1,2024-10-28 02:39:48,2024-10-28 02:39:48,13.378015,77.080569,Chain Snatching reported near Tumakuru PS-6 jurisdiction.,2,0,0.08445532435740515,3.494194974339307,-1,-0.038259690493548715
10141,100020008202513954,202513954,2025-02-16,8,2,1,3,8,3,2025-02-16 01:09:58,2025-02-16 01:09:58,12.271573,76.608625,Dowry Harassment reported near Mysuru PS-4 jurisdiction.,1,6,0.6258309591642925,2.863693058508874,-1,-0.03820962136693984
2258,100010004202415655,202415655,2024-01-14,4,1,1,6,13,1,2024-01-14 00:17:25,2024-01-14 00:17:25,12.864396,77.562935,Rioting reported near Bengaluru PS-4 jurisdiction.,0,6,0.010687912942090944,3.0627048912593815,-1,-0.03818284514759507
7132,100030014202609934,202609934,2026-01-31,14,3,2,2,6,4,2026-01-31 01:30:37,2026-01-31 01:30:37,13.014974,74.872404,Chain Snatching reported near Mangaluru PS-6 jurisdiction.,1,5,0.03384476534296029,3.701611742360312,-1,-0.03788397253367215
3789,100070034202515170,202515170,2025-03-29,34,7,2,6,13,3,2025-03-29 01:06:13,2025-03-29 01:06:13,15.280086,77.040687,Rioting reported near Ballari PS-5 jurisdiction.,1,5,0.6356011183597391,2.8762049301226886,-1,-0.0375650614844355
911,100010003202410733,202410733,2024-11-22,3,1,1,2,6,2,2024-11-22 03:55:52,2024-11-22 03:55:52,13.024064,77.712404,Chain Snatching reported near Bengaluru PS-3 jurisdiction.,3,4,0.5077730275942479,3.2867782063183015,-1,-0.03728377391219462
8139,100040015202516913,202516913,2025-03-11,15,4,2,2,6,4,2025-03-11 01:11:34,2025-03-11 01:11:34,15.937971,74.499664,Chain Snatching reported near Belagavi PS-1 jurisdiction.,1,1,0.05955334987593052,3.701611742360312,-1,-0.03687530640703707
5886,100070031202616313,202616313,2026-02-06,31,7,1,6,13,3,2026-02-06 00:59:29,2026-02-06 00:59:29,15.217477,76.855485,Rioting reported near Ballari PS-2 jurisdiction.,0,4,0.6356011183597391,3.0627048912593815,-1,-0.03678683515358161
7770,100070030202613813,202613813,2026-04-03,30,7,1,6,13,1,2026-04-03 00:08:37,2026-04-03 00:08:37,15.189731,77.04362,Rioting reported near Ballari PS-1 jurisdiction.,0,4,0.6356011183597391,3.0627048912593815,-1,-0.03678683515358161
6877,100020007202614563,202614563,2026-01-24,7,2,1,3,8,2,2026-01-24 00:32:17,2026-01-24 00:32:17,12.36841,76.682772,Dowry Harassment reported near Mysuru PS-3 jurisdiction.,0,5,0.6258309591642925,3.0357754588370374,-1,-0.036703017193115084
4153,100040018202517709,202517709,2025-01-13,18,4,2,5,11,1,2025-01-13 00:29:22,2025-01-13 00:29:22,15.90397,74.592009,Drug Peddling reported near Belagavi PS-4 jurisdiction.,0,0,0.060794044665012405,3.1064271825815433,-1,-0.03655920639964361
6711,100040016202611537,202611537,2026-05-16,16,4,2,4,9,2,2026-05-16 00:52:07,2026-05-16 00:52:07,16.000656,74.446764,Online Financial Fraud reported near Belagavi PS-2 jurisdiction.,0,5,0.0707196029776675,3.290651457409326,-1,-0.03640481474338708
1433,100080038202517406,202517406,2025-11-10,38,8,2,5,11,4,2025-11-10 00:53:27,2025-11-10 00:53:27,13.428142,77.131282,Drug Peddling reported near Tumakuru PS-4 jurisdiction.,0,0,0.07466340269277846,3.1064271825815433,-1,-0.03607231687614698
13770,100100047202615447,202615447,2026-05-04,47,10,2,5,11,1,2026-05-04 00:57:05,2026-05-04 00:57:05,14.322266,75.970253,Drug Peddling reported near Davanagere PS-2 jurisdiction.,0,0,0.06747638326585695,3.1064271825815433,-1,-0.03540040825917923
6488,100010003202415252,202415252,2024-12-28,3,1,2,6,13,2,2024-12-28 00:57:18,2024-12-28 00:57:18,13.043911,77.703599,Rioting reported near Bengaluru PS-3 jurisdiction.,0,5,0.010687912942090944,3.0627048912593815,-1,-0.035334945403449725
7825,100100050202414493,202414493,2024-02-09,50,10,2,2,6,2,2024-02-09 01:27:25,2024-02-09 01:27:25,14.343836,75.888182,Chain Snatching reported near Davanagere PS-5 jurisdiction.,1,4,0.07827260458839407,3.701611742360312,-1,-0.035050969847234215
11282,100050022202415727,202415727,2024-03-05,22,5,2,2,6,3,2024-03-05 01:25:36,2024-03-05 01:25:36,15.262524,75.039964,Chain Snatching reported near Hubballi-Dharwad PS-4 jurisdiction.,1,1,0.07363420427553444,3.701611742360312,-1,-0.03499800914743678
10576,100090041202514751,202514751,2025-06-02,41,9,1,2,6,2,2025-06-02 00:40:26,2025-06-02 00:40:26,13.916187,75.437134,Chain Snatching reported near Shivamogga PS-1 jurisdiction.,0,0,0.07160194174757281,3.9090285103813174,-1,-0.03436501929226643
8691,100080039202615118,202615118,2026-01-31,39,8,2,2,6,1,2026-01-31 02:38:53,2026-01-31 02:38:53,13.406407,77.093512,Chain Snatching reported near Tumakuru PS-5 jurisdiction.,2,5,0.08445532435740515,3.494194974339307,-1,-0.03412020338183641
15630,100040016202516960,202516960,2025-08-18,16,4,2,6,13,1,2025-08-18 00:22:36,2025-08-18 00:22:36,16.006602,74.472324,Rioting reported near Belagavi PS-2 jurisdiction.,0,0,0.07568238213399504,3.0627048912593815,-1,-0.03402549548028233
2635,100090044202412769,202412769,2024-09-24,44,9,2,4,9,4,2024-09-24 00:15:42,2024-09-24 00:15:42,13.891409,75.440179,Online Financial Fraud reported near Shivamogga PS-4 jurisdiction.,0,1,0.07766990291262135,3.290651457409326,-1,-0.033480113120580635
4190,100060027202412757,202412757,2024-12-27,27,6,2,2,6,1,2024-12-27 01:08:58,2024-12-27 01:08:58,17.335164,76.746078,Chain Snatching reported near Kalaburagi PS-4 jurisdiction.,1,4,0.027589134125636672,3.701611742360312,-1,-0.033358925115712035
15426,100060028202409971,202409971,2024-09-20,28,6,2,2,6,2,2024-09-20 01:01:36,2024-09-20 01:01:36,17.312662,76.774783,Chain Snatching reported near Kalaburagi PS-5 jurisdiction.,1,4,0.027589134125636672,3.701611742360312,-1,-0.033358925115712035
2554,100090044202411437,202411437,2024-05-27,44,9,1,2,5,1,2024-05-27 23:17:59,2024-05-27 23:17:59,13.892245,75.426864,Vehicle Theft reported near Shivamogga PS-4 jurisdiction.,23,0,0.07645631067961164,3.123993792452915,-1,-0.033041635481680376
10300,100030010202414432,202414432,2024-06-11,10,3,2,4,9,1,2024-06-11 00:19:39,2024-06-11 00:19:39,13.018632,74.905999,Online Financial Fraud reported near Mangaluru PS-2 jurisdiction.,0,1,0.02527075812274368,3.290651457409326,-1,-0.033028390510711714
7531,100040018202616451,202616451,2026-02-02,18,4,1,2,6,2,2026-02-02 00:21:39,2026-02-02 00:21:39,15.884539,74.62067,Chain Snatching reported near Belagavi PS-4 jurisdiction.,0,0,0.05955334987593052,3.9090285103813174,-1,-0.03291906044246484
12876,100040016202612930,202612930,2026-02-08,16,4,2,2,5,2,2026-02-08 22:44:40,2026-02-08 22:44:40,15.98769,74.472089,Vehicle Theft reported near Belagavi PS-2 jurisdiction.,22,6,0.06451612903225806,2.9528482643451315,-1,-0.03249062875498643
22,100050020202416641,202416641,2024-09-14,20,5,2,5,11,1,2024-09-14 00:54:14,2024-09-14 00:54:14,15.284513,75.048393,Drug Peddling reported near Hubballi-Dharwad PS-2 jurisdiction.,0,5,0.08194774346793349,3.1064271825815433,-1,-0.03242448559351552
11435,100040017202412343,202412343,2024-04-23,17,4,2,4,9,2,2024-04-23 00:47:16,2024-04-23 00:47:16,15.848389,74.61155,Online Financial Fraud reported near Belagavi PS-3 jurisdiction.,0,1,0.0707196029776675,3.290651457409326,-1,-0.03165071241235451
12355,100010004202613305,202613305,2026-06-18,4,1,2,2,6,2,2026-06-18 04:49:33,2026-06-18 04:49:33,12.849058,77.560386,Chain Snatching reported near Bengaluru PS-4 jurisdiction.,4,3,0.5077730275942479,3.0793614382972967,-1,-0.031231227241163118
9921,100090041202410486,202410486,2024-11-18,41,9,2,2,5,2,2024-11-18 22:38:48,2024-11-18 22:38:48,13.9286,75.430452,Vehicle Theft reported near Shivamogga PS-1 jurisdiction.,22,0,0.07645631067961164,2.9528482643451315,-1,-0.03099606334162819
10505,100080038202413308,202413308,2024-12-23,38,8,2,2,6,4,2024-12-23 03:02:33,2024-12-23 03:02:33,13.419813,77.118518,Chain Snatching reported near Tumakuru PS-4 jurisdiction.,3,0,0.08445532435740515,3.2867782063183015,-1,-0.03094700941699946
11378,100090042202511862,202511862,2025-11-21,42,9,2,4,9,3,2025-11-21 00:49:51,2025-11-21 00:49:51,13.807671,75.445005,Online Financial Fraud reported near Shivamogga PS-2 jurisdiction.,0,4,0.07766990291262135,3.290651457409326,-1,-0.03070173764716344
8356,100060027202412098,202412098,2024-01-04,27,6,2,2,6,2,2024-01-04 01:41:50,2024-01-04 01:41:50,17.345166,76.773265,Chain Snatching reported near Kalaburagi PS-4 jurisdiction.,1,3,0.027589134125636672,3.701611742360312,-1,-0.03066022623596698
12070,100060024202415137,202415137,2024-01-25,24,6,2,2,6,1,2024-01-25 01:02:57,2024-01-25 01:02:57,17.287927,76.873549,Chain Snatching reported near Kalaburagi PS-1 jurisdiction.,1,3,0.027589134125636672,3.701611742360312,-1,-0.03066022623596698
17871,100090043202514642,202514642,2025-07-09,43,9,2,2,6,3,2025-07-09 01:02:24,2025-07-09 01:02:24,13.97116,75.660993,Chain Snatching reported near Shivamogga PS-3 jurisdiction.,1,2,0.07160194174757281,3.701611742360312,-1,-0.030515106680743087
11539,100040017202510126,202510126,2025-06-19,17,4,2,2,6,4,2025-06-19 01:07:35,2025-06-19 01:07:35,15.86468,74.597505,Chain Snatching reported near Belagavi PS-3 jurisdiction.,1,3,0.05955334987593052,3.701611742360312,-1,-0.03013252576985259
17651,100070032202409980,202409980,2024-05-16,32,7,2,2,6,1,2024-05-16 01:07:26,2024-05-16 01:07:26,14.984715,76.850723,Chain Snatching reported near Ballari PS-3 jurisdiction.,1,3,0.027958993476234855,3.701611742360312,-1,-0.02999380745246283
648,100070031202511650,202511650,2025-01-27,31,7,2,4,9,3,2025-01-27 01:43:40,2025-01-27 01:43:40,15.208623,76.847986,Online Financial Fraud reported near Ballari PS-2 jurisdiction.,1,0,0.028890959925442685,3.039708021379458,-1,-0.02966093791043256
11833,100050019202415345,202415345,2024-08-01,19,5,2,2,6,4,2024-08-01 01:27:30,2024-08-01 01:27:30,15.409806,74.968129,Chain Snatching reported near Hubballi-Dharwad PS-1 jurisdiction.,1,3,0.07363420427553444,3.701611742360312,-1,-0.02961070398976795
522,100060027202516842,202516842,2025-01-28,27,6,2,2,5,1,2025-01-28 23:47:04,2025-01-28 23:47:04,17.350803,76.747958,Vehicle Theft reported near Kalaburagi PS-4 jurisdiction.,23,1,0.021222410865874362,3.123993792452915,-1,-0.02946523169887838
16515,100010003202514513,202514513,2025-01-19,3,1,2,4,9,1,2025-01-19 23:16:01,2025-01-19 23:16:01,13.020195,77.732214,Online Financial Fraud reported near Bengaluru PS-3 jurisdiction.,23,6,0.3628060629615235,2.4810475712776405,-1,-0.029387011141499775
13322,100010004202414185,202414185,2024-07-07,4,1,2,4,9,1,2024-07-07 23:57:14,2024-07-07 23:57:14,12.857245,77.575138,Online Financial Fraud reported near Bengaluru PS-4 jurisdiction.,23,6,0.3628060629615235,2.4810475712776405,-1,-0.029387011141499775
16557,100010001202511255,202511255,2025-10-27,1,1,1,5,11,4,2025-10-27 00:56:57,2025-10-27 00:56:57,12.814648,77.540449,Drug Peddling reported near Bengaluru PS-1 jurisdiction.,0,0,0.011853867081228138,3.1064271825815433,-1,-0.029119883840645122
8219,100040017202516339,202516339,2025-01-14,17,4,2,2,5,1,2025-01-14 23:49:48,2025-01-14 23:49:48,15.878851,74.593904,Vehicle Theft reported near Belagavi PS-3 jurisdiction.,23,1,0.06451612903225806,3.123993792452915,-1,-0.02911652166285461
8433,100020006202414593,202414593,2024-02-07,6,2,2,4,9,1,2024-02-07 00:31:01,2024-02-07 00:31:01,12.330687,76.649586,Online Financial Fraud reported near Mysuru PS-2 jurisdiction.,0,2,0.024691358024691357,3.290651457409326,-1,-0.02904841303085115
2401,100080035202516061,202516061,2025-05-03,35,8,2,2,6,3,2025-05-03 03:52:34,2025-05-03 03:52:34,13.253567,77.101651,Chain Snatching reported near Tumakuru PS-1 jurisdiction.,3,5,0.08445532435740515,3.2867782063183015,-1,-0.028779764582051337
2996,100070034202614190,202614190,2026-06-20,34,7,2,6,13,1,2026-06-20 02:01:26,2026-06-20 02:01:26,15.270235,77.050411,Rioting reported near Ballari PS-5 jurisdiction.,2,5,0.6356011183597391,2.6897049689859953,-1,-0.028415268112733094
13144,100040017202416630,202416630,2024-12-08,17,4,2,5,11,2,2024-12-08 01:23:53,2024-12-08 01:23:53,15.883832,74.592658,Drug Peddling reported near Belagavi PS-3 jurisdiction.,1,6,0.060794044665012405,2.939715951296488,-1,-0.02836804096559664
